run_key,campaign,method,family,scenario,ratio,variant,execution_profile,status,destination,copy_source,provenance
final_full/baselines|smote|time|A|R200|BASE,final_full/baselines,smote,time,A,200,BASE,full,completed,final_full/baselines/smote/time/A/R200/BASE,H:\My Drive\GAN\final_results_complete\final\smote\time\A\R200\BASE,GAN_SQLi_Colab/result 2/result-20260716T102308Z-1-001/result/final/smote/time/A/R200
final_full/baselines|smote|time|A|R500|BASE,final_full/baselines,smote,time,A,500,BASE,full,completed,final_full/baselines/smote/time/A/R500/BASE,H:\My Drive\GAN\final_results_complete\final\smote\time\A\R500\BASE,GAN_SQLi_Colab/result 2/result-20260716T102317Z-1-001/result/final/smote/time/A/R500
final_full/baselines|smote|time|D|R100|BASE,final_full/baselines,smote,time,D,100,BASE,full,completed,final_full/baselines/smote/time/D/R100/BASE,H:\My Drive\GAN\final_results_complete\final\smote\time\D\R100\BASE,GAN_SQLi_Colab/result 2/result-20260716T102441Z-1-001/result/final/smote/time/D/R100
final_full/baselines|smote|time|D|R200|BASE,final_full/baselines,smote,time,D,200,BASE,full,completed,final_full/baselines/smote/time/D/R200/BASE,H:\My Drive\GAN\final_results_complete\final\smote\time\D\R200\BASE,GAN_SQLi_Colab/result 2/result-20260716T102308Z-1-001/result/final/smote/time/D/R200
final_full/baselines|smote|time|D|R500|BASE,final_full/baselines,smote,time,D,500,BASE,full,completed,final_full/baselines/smote/time/D/R500/BASE,H:\My Drive\GAN\final_results_complete\final\smote\time\D\R500\BASE,GAN_SQLi_Colab/result 2/result-20260716T102317Z-1-001/result/final/smote/time/D/R500
final_full/baselines|smote|union|D|R100|BASE,final_full/baselines,smote,union,D,100,BASE,full,completed,final_full/baselines/smote/union/D/R100/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\D\R100\BASE,GAN_SQLi_Colab/result 2/result-20260716T102441Z-1-001/result/final/smote/union/D/R100
final_full/baselines|smote|union|D|R200|BASE,final_full/baselines,smote,union,D,200,BASE,full,completed,final_full/baselines/smote/union/D/R200/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\D\R200\BASE,GAN_SQLi_Colab/result 2/result-20260716T102308Z-1-001/result/final/smote/union/D/R200
final_full/baselines|smote|union|D|R500|BASE,final_full/baselines,smote,union,D,500,BASE,full,completed,final_full/baselines/smote/union/D/R500/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\D\R500\BASE,GAN_SQLi_Colab/result 2/result-20260716T102317Z-1-001/result/final/smote/union/D/R500
final_full/baselines|smote|union|F|R100|BASE,final_full/baselines,smote,union,F,100,BASE,full,completed,final_full/baselines/smote/union/F/R100/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\F\R100\BASE,GAN_SQLi_Colab/result 2/result-20260716T102441Z-1-001/result/final/smote/union/F/R100
final_full/baselines|smote|union|F|R200|BASE,final_full/baselines,smote,union,F,200,BASE,full,completed,final_full/baselines/smote/union/F/R200/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\F\R200\BASE,GAN_SQLi_Colab/result 2/result-20260716T102308Z-1-001/result/final/smote/union/F/R200
final_full/baselines|smote|union|F|R500|BASE,final_full/baselines,smote,union,F,500,BASE,full,completed,final_full/baselines/smote/union/F/R500/BASE,H:\My Drive\GAN\final_results_complete\final\smote\union\F\R500\BASE,GAN_SQLi_Colab/result 2/result-20260716T102317Z-1-001/result/final/smote/union/F/R500
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R100|V7,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,100,V7,full,completed,final_full/seqgan_improved_refinement/boolean/D/R100/V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R100\V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R100\V7
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,100,V8,full,completed,final_full/seqgan_improved_refinement/boolean/D/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R100\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R200|V7,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,200,V7,full,completed,final_full/seqgan_improved_refinement/boolean/D/R200/V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R200\V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R200\V7
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,200,V8,full,completed,final_full/seqgan_improved_refinement/boolean/D/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R500|V7,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,500,V7,full,completed,final_full/seqgan_improved_refinement/boolean/D/R500/V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R500\V7,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\D\R500\V7
final_full/seqgan_improved_refinement|seqgan_improved|boolean|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,boolean,D,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/boolean/D/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\boolean\D\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\boolean\D\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R100|V2,final_full/seqgan_improved_refinement,seqgan_improved,boolean,E,100,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/boolean/E/R100/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\boolean\E\R100\V2_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\boolean\E\R100\V2
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R200|V2,final_full/seqgan_improved_refinement,seqgan_improved,boolean,E,200,V2,full,completed,final_full/seqgan_improved_refinement/boolean/E/R200/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\E\R200\V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\boolean\E\R200\V2
final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R500|V2,final_full/seqgan_improved_refinement,seqgan_improved,boolean,E,500,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/boolean/E/R500/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\boolean\E\R500\V2_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\boolean\E\R500\V2
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,B,100,V8,full,completed,final_full/seqgan_improved_refinement/error/B/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\B\R100\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\B\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,B,200,V8,full,completed,final_full/seqgan_improved_refinement/error/B/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\B\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\B\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|error|B|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,B,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/B/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\error\B\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\error\B\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V4,final_full/seqgan_improved_refinement,seqgan_improved,error,D,100,V4,full,completed,final_full/seqgan_improved_refinement/error/D/R100/V4,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R100\V4,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R100\V4
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,D,100,V8,full,completed,final_full/seqgan_improved_refinement/error/D/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R100\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V4,final_full/seqgan_improved_refinement,seqgan_improved,error,D,200,V4,full,completed,final_full/seqgan_improved_refinement/error/D/R200/V4,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R200\V4,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R200\V4
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,D,200,V8,full,completed,final_full/seqgan_improved_refinement/error/D/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\error\D\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V4,final_full/seqgan_improved_refinement,seqgan_improved,error,D,500,V4,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/D/R500/V4,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\error\D\R500\V4_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\error\D\R500\V4
final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,error,D,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/D/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\error\D\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\error\D\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,A,100,V8,full,completed,final_full/seqgan_improved_refinement/time/A/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\A\R100\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\A\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,A,200,V8,full,completed,final_full/seqgan_improved_refinement/time/A/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\A\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\A\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|A|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,A,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/time/A/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\time\A\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\time\A\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,D,100,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/time/D/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\time\D\R100\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\time\D\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,D,200,V8,full,completed,final_full/seqgan_improved_refinement/time/D/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\D\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\time\D\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|time|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,time,D,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/time/D/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\time\D\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\time\D\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R100|V2,final_full/seqgan_improved_refinement,seqgan_improved,union,D,100,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/union/D/R100/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\union\D\R100\V2_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\union\D\R100\V2
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R100|V8,final_full/seqgan_improved_refinement,seqgan_improved,union,D,100,V8,full,completed,final_full/seqgan_improved_refinement/union/D/R100/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\D\R100\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\D\R100\V8
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R200|V2,final_full/seqgan_improved_refinement,seqgan_improved,union,D,200,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/union/D/R200/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\union\D\R200\V2_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\union\D\R200\V2
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R200|V8,final_full/seqgan_improved_refinement,seqgan_improved,union,D,200,V8,full,completed,final_full/seqgan_improved_refinement/union/D/R200/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\D\R200\V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\D\R200\V8
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R500|V2,final_full/seqgan_improved_refinement,seqgan_improved,union,D,500,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/union/D/R500/V2,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\union\D\R500\V2_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\union\D\R500\V2
final_full/seqgan_improved_refinement|seqgan_improved|union|D|R500|V8,final_full/seqgan_improved_refinement,seqgan_improved,union,D,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/union/D/R500/V8,H:\My Drive\GAN\GAN_for_SQLi\result\phase2b_batch6x\union\D\R500\V8_B6X,H:\My Drive\GAN\final_result_data\recovered_b6x\phase2b\seqgan_improved\union\D\R500\V8
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R100|V3,final_full/seqgan_improved_refinement,seqgan_improved,union,F,100,V3,full,completed,final_full/seqgan_improved_refinement/union/F/R100/V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R100\V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R100\V3
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R200|V3,final_full/seqgan_improved_refinement,seqgan_improved,union,F,200,V3,full,completed,final_full/seqgan_improved_refinement/union/F/R200/V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R200\V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R200\V3
final_full/seqgan_improved_refinement|seqgan_improved|union|F|R500|V3,final_full/seqgan_improved_refinement,seqgan_improved,union,F,500,V3,full,completed,final_full/seqgan_improved_refinement/union/F/R500/V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R500\V3,H:\My Drive\GAN\GAN_for_SQLi\result\phase3\seqgan_improved\union\F\R500\V3
phase1_survey|ctgan|all|RAW|Rfull|BASE,phase1_survey,ctgan,all,RAW,full,BASE,full,completed,phase1_survey/ctgan/all/RAW/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase1\ctgan\all\RAW\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results/phase1/ctgan/all/raw/Rfull
phase1_survey|gan|all|RAW|Rfull|BASE,phase1_survey,gan,all,RAW,full,BASE,full,completed,phase1_survey/gan/all/RAW/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase1\gan\all\RAW\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results/phase1/gan/all/raw/Rfull
phase1_survey|seqgan_master|all|RAW|Rfull|BASE,phase1_survey,seqgan_master,all,RAW,full,BASE,medium,completed,phase1_survey/seqgan_master/all/RAW/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase1\seqgan_master\all\RAW\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_seqgan_phase2b_phase3/phase1/seqgan_master/all/raw/Rfull
phase1_survey|smote|all|RAW|Rfull|BASE,phase1_survey,smote,all,RAW,full,BASE,full,completed,phase1_survey/smote/all/RAW/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase1\smote\all\RAW\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results/phase1/smote/all/raw/Rfull
phase2a_scenario_search|ctgan|boolean|A|R50|BASE,phase2a_scenario_search,ctgan,boolean,A,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/A/R50
phase2a_scenario_search|ctgan|boolean|B|R50|BASE,phase2a_scenario_search,ctgan,boolean,B,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/B/R50
phase2a_scenario_search|ctgan|boolean|C|R50|BASE,phase2a_scenario_search,ctgan,boolean,C,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/C/R50
phase2a_scenario_search|ctgan|boolean|D|R50|BASE,phase2a_scenario_search,ctgan,boolean,D,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/D/R50
phase2a_scenario_search|ctgan|boolean|E|R50|BASE,phase2a_scenario_search,ctgan,boolean,E,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/E/R50
phase2a_scenario_search|ctgan|boolean|F|R50|BASE,phase2a_scenario_search,ctgan,boolean,F,50,BASE,mini,completed,phase2a_scenario_search/ctgan/boolean/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\boolean\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/boolean/F/R50
phase2a_scenario_search|ctgan|error|A|R50|BASE,phase2a_scenario_search,ctgan,error,A,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/A/R50
phase2a_scenario_search|ctgan|error|B|R50|BASE,phase2a_scenario_search,ctgan,error,B,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/B/R50
phase2a_scenario_search|ctgan|error|C|R50|BASE,phase2a_scenario_search,ctgan,error,C,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/C/R50
phase2a_scenario_search|ctgan|error|D|R50|BASE,phase2a_scenario_search,ctgan,error,D,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/D/R50
phase2a_scenario_search|ctgan|error|E|R50|BASE,phase2a_scenario_search,ctgan,error,E,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/E/R50
phase2a_scenario_search|ctgan|error|F|R50|BASE,phase2a_scenario_search,ctgan,error,F,50,BASE,mini,completed,phase2a_scenario_search/ctgan/error/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\error\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/error/F/R50
phase2a_scenario_search|ctgan|time|A|R50|BASE,phase2a_scenario_search,ctgan,time,A,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/A/R50
phase2a_scenario_search|ctgan|time|B|R50|BASE,phase2a_scenario_search,ctgan,time,B,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/B/R50
phase2a_scenario_search|ctgan|time|C|R50|BASE,phase2a_scenario_search,ctgan,time,C,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/C/R50
phase2a_scenario_search|ctgan|time|D|R50|BASE,phase2a_scenario_search,ctgan,time,D,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/D/R50
phase2a_scenario_search|ctgan|time|E|R50|BASE,phase2a_scenario_search,ctgan,time,E,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/E/R50
phase2a_scenario_search|ctgan|time|F|R50|BASE,phase2a_scenario_search,ctgan,time,F,50,BASE,mini,completed,phase2a_scenario_search/ctgan/time/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\time\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/time/F/R50
phase2a_scenario_search|ctgan|union|A|R50|BASE,phase2a_scenario_search,ctgan,union,A,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/A/R50
phase2a_scenario_search|ctgan|union|B|R50|BASE,phase2a_scenario_search,ctgan,union,B,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/B/R50
phase2a_scenario_search|ctgan|union|C|R50|BASE,phase2a_scenario_search,ctgan,union,C,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/C/R50
phase2a_scenario_search|ctgan|union|D|R50|BASE,phase2a_scenario_search,ctgan,union,D,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/D/R50
phase2a_scenario_search|ctgan|union|E|R50|BASE,phase2a_scenario_search,ctgan,union,E,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/E/R50
phase2a_scenario_search|ctgan|union|F|R50|BASE,phase2a_scenario_search,ctgan,union,F,50,BASE,mini,completed,phase2a_scenario_search/ctgan/union/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\ctgan\union\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/ctgan/union/F/R50
phase2a_scenario_search|gan|boolean|A|R50|BASE,phase2a_scenario_search,gan,boolean,A,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/A/R50
phase2a_scenario_search|gan|boolean|B|R50|BASE,phase2a_scenario_search,gan,boolean,B,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/B/R50
phase2a_scenario_search|gan|boolean|C|R50|BASE,phase2a_scenario_search,gan,boolean,C,50,BASE,mini,completed,phase2a_scenario_search/gan/boolean/C/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2a\gan\boolean\C\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_cpu20_phase1_2a/phase2a/gan/boolean/C/R50
